0,0;25;1,0109179134654267;1,1167906993042198;4,17413641039983;
1000,0;14;1,0060362173038229;0,829751670577692;4,062930065037748;-4,881696161603832E-6;
2000,0;16;1,0064412238325282;1,2796747721757018;3,688479628584967;4,050065287053428E-7;
3000,0;17;1,0072522159548751;1,0831100604844583;4,069712902773843;8,109921223469207E-7;
4000,0;13;1,0060362173038229;0,967992309929919;3,972961007543164;-1,2159986510522636E-6;
5000,0;15;1,0060362173038229;0,8979008081039588;3,096904128199296;0,0;
6000,0;13;1,0052271813429836;1,167187503667181;3,423215639204481;-8,09035960839255E-7;
7000,0;24;1,0105092966855296;1,1551187351986663;4,136642060394203;5,2821153425459675E-6;
8000,0;17;1,0068465565847764;0,836591504123609;3,123860087986069;-3,662740100753181E-6;
9000,0;14;1,0064412238325282;1,0421641613696273;3,9821719698707407;-4,0533275224818867E-7;
10000,0;18;1,0072522159548751;1,0072368641558667;3,397759012131548;8,109921223469207E-7;
11000,0;15;1,0060362173038229;1,0003885080284232;4,140847296456107;-1,2159986510522636E-6;
12000,0;10;1,004419445560466;1,1111214674075094;4,836583245611144;-1,6167717433568374E-6;
13000,0;14;1,005631536604988;0,9212237916484503;3,636795278479975;1,2120910445219124E-6;
14000,0;17;1,0068465565847764;0,9825830752177112;3,7027736555870443;1,2150199797884563E-6;
15000,0;16;1,0064412238325282;0,8610477612491634;3,273118507808399;-4,0533275224818867E-7;
16000,0;5;1,0024057738572574;1,4211685926076094;3,341306228875734;-4,035449975270833E-6;
17000,0;12;1,0052271813429836;1,043829906276356;3,8126519925187075;2,821407485726235E-6;
18000,0;17;1,0072522159548751;1,058490085727977;3,6531759724487936;2,0250346118915187E-6;
19000,0;16;1,0064412238325282;0,860595381690965;3,21052733489478;-8,109921223469207E-7;
20000,0;10;1,0040160642570282;0,9338867040465473;3,279256404068781;-2,4251595755000464E-6;
21000,0;14;1,0064412238325282;1,2234400861746282;4,64880839216763;2,4251595755000464E-6;
22000,0;13;1,0052271813429836;1,0315651194297109;3,9483408144475;-1,2140424895445977E-6;
23000,0;6;1,0024057738572574;1,1329635366418989;3,328804183832198;-2,821407485726235E-6;
24000,0;11;1,004419445560466;1,14131685927943;4,18030716422501;2,0136717032086524E-6;
25000,0;12;1,004823151125402;1,160698053851222;4,4644427045686434;4,037055649359633E-7;
26000,0;11;1,004419445560466;0,8073405203027153;2,3427739111308075;-4,037055649359633E-7;
27000,0;11;1,004823151125402;0,9476321442209398;3,7338552173975583;4,037055649359633E-7;
28000,0;10;1,004419445560466;1,1464385417290885;3,6341603877061033;-4,037055649359633E-7;
29000,0;9;1,0036130068245686;1,07574031882285;3,849107562610854;-8,064387358974745E-7;
30000,0;3;1,001201441730076;0,561011604391842;2,2419918765447324;-2,411565094492474E-6;
31000,0;6;1,0024057738572574;0,8877925687565473;3,9701777516914967;1,2043321271812958E-6;
32000,0;9;1,0036130068245686;1,1034229314262556;3,612128008357818;1,2072329673111782E-6;
33000,0;12;1,0052271813429836;1,1108058594257926;3,758341639275263;1,614174518415057E-6;
34000,0;7;1,0036130068245686;1,2200064530487393;3,660645206314043;-1,614174518415057E-6;
35000,0;11;1,0052271813429836;0,9068852208999814;4,045291443329024;1,614174518415057E-6;
36000,0;8;1,004419445560466;1,2809239148898228;5,669731849663754;-8,077357825175823E-7;
37000,0;12;1,004823151125402;1,044511201704884;3,6536652980585287;4,037055649359633E-7;
38000,0;13;1,0052271813429836;0,9949747564556494;4,1580229413291905;4,0403021758161903E-7;
39000,0;9;1,0036130068245686;1,2013819396762733;4,002297440588854;-1,614174518415057E-6;
40000,0;9;1,0036130068245686;0,7510656267972973;3,542802044479795;0,0;
41000,0;12;1,004823151125402;1,178186960198556;4,27113698514979;1,210144300833438E-6;
42000,0;8;1,0032102728731942;0,8168929833576114;3,6707118082592154;-1,6128782522077945E-6;
43000,0;8;1,0032102728731942;1,0918685140511575;4,272359893265557;0,0;
44000,0;6;1,0024057738572574;0,9563962316458388;4,316491911001072;-8,044990159368215E-7;
45000,0;9;1,0036130068245686;0,8565582955456942;3,244670817133043;1,2072329673111782E-6;
46000,0;9;1,0040160642570282;1,3839247152489325;4,3231109647990955;4,0305743245960814E-7;
47000,0;8;1,0032102728731942;1,0705314410390434;4,481556822809423;-8,057913838339648E-7;
48000,0;8;1,0032102728731942;0,8708292412558757;3,7874855201203665;0,0;
49000,0;6;1,0024057738572574;1,0477739220912838;3,889240761022491;-8,044990159368215E-7;
50000,0;9;1,0040160642570282;0,9499688071412842;3,288345788989014;1,6102903997707863E-6;
51000,0;12;1,004823151125402;1,0018529875915982;3,0052861748968325;8,070868683738297E-7;
52000,0;10;1,004419445560466;0,7393025269216131;3,2862017539823904;-4,037055649359633E-7;
53000,0;8;1,0032102728731942;0,8265457658951958;3,3354056611037874;-1,2091726872718312E-6;
54000,0;12;1,005631536604988;1,1278605197723246;4,2216747444063385;2,4212637317937434E-6;
55000,0;4;1,002004008016032;1,230482993894333;4,816478558639901;-3,627528588955986E-6;
56000,0;5;1,0024057738572574;1,176547280348442;5,394561900809019;4,01765841225421E-7;
57000,0;7;1,0032102728731942;1,1081047571947382;3,5365666493029146;8,044990159368215E-7;
58000,0;6;1,0024057738572574;1,4584606029761709;4,627634932254261;-8,044990159368215E-7;
59000,0;2;1,00080064051241;1,2393726511132914;4,2971301630198635;-1,6051333448474647E-6;
60000,0;7;1,0028078620136383;0,8701828844443538;3,605838180990663;2,00722150122834E-6;
61000,0;9;1,0036130068245686;1,0355171584172311;3,744596029300903;8,051448109303028E-7;
62000,0;5;1,0024057738572574;1,1544109551664052;4,739786940704432;-1,2072329673111782E-6;
63000,0;3;1,001201441730076;1,008379616415288;4,414244531255275;-1,2043321271812958E-6;
64000,0;6;1,0024057738572574;0,5059701867822958;2,628623572923116;1,2043321271812958E-6;
65000,0;9;1,0036130068245686;1,0314181180327406;3,0574759622384327;1,2072329673111782E-6;
66000,0;5;1,002004008016032;1,0365608526217827;4,4214163016365315;-1,608998808536599E-6;
67000,0;7;1,0028078620136383;1,188427571102983;3,2301910042960587;8,038539976062964E-7;
68000,0;6;1,0024057738572574;0,8143470536789427;3,242442427354066;-4,0208815638087536E-7;
69000,0;6;1,0024057738572574;1,340642418693953;4,451537354769331;0,0;
70000,0;7;1,0028078620136383;0,4773174910306575;2,8093955273681614;4,0208815638087536E-7;
71000,0;4;1,001602564102564;0,7697503840663465;4,075220239454852;-1,2052979110741546E-6;
72000,0;7;1,0028078620136383;0,9562223142700716;3,785397335951475;1,2052979110741546E-6;
73000,0;8;1,0036130068245686;1,3076834697058595;4,880020091748685;8,051448109303028E-7;
74000,0;9;1,0036130068245686;1,2211312645140788;4,409860863696189;0,0;
75000,0;7;1,0032102728731942;1,7233457859488008;4,71374931469133;-4,0273395137435663E-7;
76000,0;8;1,0040160642570282;1,215787500625029;5,6288246967994855;8,057913838339648E-7;
77000,0;5;1,002004008016032;0,7440401672591055;2,774954339011427;-2,012056240996207E-6;
78000,0;11;1,004823151125402;1,0756039796727803;4,522762934697733;2,819143109370037E-6;
79000,0;6;1,0024057738572574;0,7270243570843369;3,4009473112315054;-2,417377268144616E-6;
80000,0;5;1,002004008016032;1,1944052644395415;4,8076937981097725;-4,01765841225421E-7;
81000,0;9;1,0036130068245686;0,8588618204756631;2,982415143357387;1,608998808536599E-6;
; ; ; ; ;-9,018403260318692E-8
